vote_nr,topic_main,political_affiliation,voter_turnout,voting_result,nof_ads_print,yes_ads,nof_mediareport,tonality_mediareport,20m_nof_arcitles,20m_nof_comments,20m_avg_comments_article,20m_nof_commentators,20m_avg_comments_commentator,20m_avg_len_comment,20m_med_len_comment,20m_nof_comments_positive,20m_nof_comments_neutral,20m_nof_comments_negative,20m_tendency_positive,20min_reactions_positive,20m_tendency_neutral,20min_reactions_neutral,20m_tendency_negative,20min_reactions_negative,verdict_dummy
-0.279120879120879,0.411463638225051,0.120550430812756,0.23956043956044,-0.0769230769230769,0.138461538461538,0.0901098901098901,0.393406593406593,-0.0572057551884725,0.613062074568048,1,0.920879120879121,0.991208791208791,0.468647148274794,-0.454945054945055,-0.446153846153846,0.942857142857143,0.982417582417582,0.978021978021978,-0.0558737695334593,0.775824175824176,-0.373486363194245,0.749450549450549,-0.385038736845488,0.665934065934066,0.179028718509858
-0.397802197802198,0.32103206938438,0.0334862307813211,0.367032967032967,-0.151648351648352,0.274725274725275,-0.0461538461538462,0.595604395604396,-0.162816380151806,0.331694032881966,0.920879120879121,1,0.894505494505494,0.369637187371669,-0.375824175824176,-0.340659340659341,0.854945054945055,0.912087912087912,0.920879120879121,-0.0759883265655046,0.665934065934066,-0.243097632848325,0.586813186813187,-0.391639400905696,0.468131868131868,0.0716114874039433
-0.305494505494505,0.39789890289895,0.12724767696902,0.230769230769231,-0.0593406593406593,0.107692307692308,0.103296703296703,0.375824175824176,-0.0264026562408335,0.672538245981366,0.991208791208791,0.894505494505494,1,0.426842942560141,-0.503296703296703,-0.507692307692308,0.934065934065934,0.973626373626374,0.986813186813187,-0.0156446554693686,0.745054945054945,-0.382326277116002,0.745054945054945,-0.385038736845488,0.648351648351648,0.179028718509858
0.310231210829793,0.190115327424027,-0.194433919706486,0.246424791581112,-0.0462046484214586,0.330033203010418,0.103410403609931,0.171617265565418,0.190528634361234,0.389310708527625,0.468647148274794,0.369637187371669,0.426842942560141,1,0.242024348874307,0.0594059765418753,0.316831874890002,0.501650468575836,0.413641614439724,-0.267370593823123,0.547855116997294,-0.433632563578648,0.59185954406535,-0.079295154185022,0.70187061173549,0.1075354669492
0.23956043956044,0.0587805197464358,-0.381743030907061,-0.0373626373626374,-0.30989010989011,0.0593406593406593,-0.191208791208791,-0.345054945054945,0.0528053124816669,-0.498684821850128,-0.454945054945055,-0.375824175824176,-0.503296703296703,0.242024348874307,1,0.885714285714286,-0.450549450549451,-0.424175824175824,-0.516483516483516,-0.648135726588128,-0.481318681318681,-0.238677675887447,-0.446153846153846,-0.0198019921806251,-0.279120879120879,-0.286445949615773
0.147252747252747,0.0135647353261006,-0.187522892375398,-0.0945054945054945,-0.243956043956044,-0.116483516483516,-0.0373626373626374,-0.292307692307692,-0.00880088541361116,-0.599336804241898,-0.446153846153846,-0.340659340659341,-0.507692307692308,0.0594059765418753,0.885714285714286,1,-0.463736263736264,-0.437362637362637,-0.49010989010989,-0.737533757841662,-0.538461538461538,0.0707193113740582,-0.463736263736264,0.129813059850765,-0.38021978021978,-0.21483446221183
-0.424175824175824,0.366247853804715,0.147339415437813,0.287912087912088,-0.2,0.156043956043956,-0.0241758241758242,0.265934065934066,-0.0528053124816669,0.585611533915747,0.942857142857143,0.854945054945055,0.934065934065934,0.316831874890002,-0.450549450549451,-0.463736263736264,1,0.938461538461538,0.89010989010989,-0.0134097046880302,0.714285714285714,-0.408846018881274,0.578021978021978,-0.411441393086321,0.525274725274725,0.0716114874039433
-0.296703296703297,0.406942059783017,0.0513455538646923,0.336263736263736,-0.0637362637362637,0.243956043956044,0.0857142857142857,0.476923076923077,0.0440044270680558,0.635937525111632,0.982417582417582,0.912087912087912,0.973626373626374,0.501650468575836,-0.424175824175824,-0.437362637362637,0.938461538461538,1,0.96043956043956,-0.0558737695334593,0.731868131868132,-0.433155782166107,0.718681318681319,-0.382838515492085,0.635164835164835,0.143222974807887
-0.340659340659341,0.339118383152514,0.0892966154168563,0.248351648351648,-0.0549450549450549,0.156043956043956,0.0901098901098901,0.468131868131868,-0.0572057551884725,0.62449979983984,0.978021978021978,0.920879120879121,0.986813186813187,0.413641614439724,-0.516483516483516,-0.49010989010989,0.89010989010989,0.96043956043956,1,-0.0402291140640907,0.718681318681319,-0.289507180937551,0.745054945054945,-0.336633867070627,0.617582417582418,0.143222974807887
0.134097046880302,-0.302318822090645,0.169126102139992,0.0312893109387372,0.552032842990578,-0.116217440629595,0.259254290635251,0.143036850005656,0.261777066755694,0.157019210504742,-0.0558737695334593,-0.0759883265655046,-0.0156446554693686,-0.267370593823123,-0.648135726588128,-0.737533757841662,-0.0134097046880302,-0.0558737695334593,-0.0402291140640907,1,0.243609635165882,0.0932643143074152,0.0692834742214895,0.133125944204819,0.0558737695334593,0.509753356878093
0.107692307692308,0.253208392753877,0.0401834769375853,0.235164835164835,0.151648351648352,0.0505494505494506,-0.0021978021978022,0.248351648351648,-0.00880088541361116,0.450646375708602,0.775824175824176,0.665934065934066,0.745054945054945,0.547855116997294,-0.481318681318681,-0.538461538461538,0.714285714285714,0.731868131868132,0.718681318681319,0.243609635165882,1,-0.174588299954706,0.859340659340659,-0.00660066406020837,0.876923076923077,0.393863180721688
-0.181218235396024,-0.528545613089617,0.356920565741781,0.00883991392175728,-0.0397796126479078,-0.179008256915585,-0.0906091176980121,-0.00662993544131796,-0.345136122031985,-0.397937805887424,-0.373486363194245,-0.243097632848325,-0.382326277116002,-0.433632563578648,-0.238677675887447,0.0707193113740582,-0.408846018881274,-0.433155782166107,-0.289507180937551,0.0932643143074152,-0.174588299954706,1,-0.229837761965689,0.597350980439975,-0.338126707507216,-0.108012344973464
0.279120879120879,0.461201001087419,-0.0647400461772208,0.120879120879121,0.331868131868132,-0.0197802197802198,0.138461538461538,0.345054945054945,0.0946095181963199,0.569598718535238,0.749450549450549,0.586813186813187,0.745054945054945,0.59185954406535,-0.446153846153846,-0.463736263736264,0.578021978021978,0.718681318681319,0.745054945054945,0.0692834742214895,0.859340659340659,-0.229837761965689,1,0.0154015494738195,0.956043956043956,0.42966892442366
0.169417044212015,-0.434549319826347,-0.14079697633918,0.301430325416182,0.330033203010418,-0.250825234287918,0.072607304662292,-0.0792079687225004,0.365638766519824,-0.206105669220507,-0.385038736845488,-0.391639400905696,-0.385038736845488,-0.079295154185022,-0.0198019921806251,0.129813059850765,-0.411441393086321,-0.382838515492085,-0.336633867070627,0.133125944204819,-0.00660066406020837,0.597350980439975,0.0154015494738195,1,0.0220022135340279,0.179225778248666
0.402197802197802,0.454418633424369,-0.104923523114806,0.0945054945054945,0.283516483516484,-0.0197802197802198,0.103296703296703,0.164835164835165,0.121012174437153,0.544435722937296,0.665934065934066,0.468131868131868,0.648351648351648,0.70187061173549,-0.279120879120879,-0.38021978021978,0.525274725274725,0.635164835164835,0.617582417582418,0.0558737695334593,0.876923076923077,-0.338126707507216,0.956043956043956,0.0220022135340279,1,0.42966892442366
0.537086155529575,0.165743567695878,0.127293769304329,-0.107417231105915,0.823532105145348,-0.608697642933518,0.644503386635489,0.0358057437019716,0.501832179096264,0.130437298687488,0.179028718509858,0.0716114874039433,0.179028718509858,0.1075354669492,-0.286445949615773,-0.21483446221183,0.0716114874039433,0.143222974807887,0.143222974807887,0.509753356878093,0.393863180721688,-0.108012344973464,0.42966892442366,0.179225778248666,0.42966892442366,1
