vote_nr,topic_main,political_affiliation,voter_turnout,voting_result,nof_ads_print,yes_ads,nof_mediareport,tonality_mediareport,20m_nof_arcitles,20m_nof_comments,20m_avg_comments_article,20m_nof_commentators,20m_avg_comments_commentator,20m_avg_len_comment,20m_med_len_comment,20m_nof_comments_positive,20m_nof_comments_neutral,20m_nof_comments_negative,20m_tendency_positive,20min_reactions_positive,20m_tendency_neutral,20min_reactions_neutral,20m_tendency_negative,20min_reactions_negative,verdict_dummy
1,0.291641809511162,-0.225473953927562,-0.336263736263736,0.630769230769231,-0.274725274725275,0.27032967032967,-0.125274725274725,0.294829661355974,-0.15555306369637,-0.279120879120879,-0.397802197802198,-0.305494505494505,0.310231210829793,0.23956043956044,0.147252747252747,-0.424175824175824,-0.296703296703297,-0.340659340659341,0.134097046880302,0.107692307692308,-0.181218235396024,0.279120879120879,0.169417044212015,0.402197802197802,0.537086155529575
0.291641809511162,1,-0.0470760850213974,0.0113039461050838,0.0700844658515196,-0.185384716123374,-0.128864985597955,0.113039461050838,-0.0746881643451534,0.162364177840579,0.411463638225051,0.32103206938438,0.39789890289895,0.190115327424027,0.0587805197464358,0.0135647353261006,0.366247853804715,0.406942059783017,0.339118383152514,-0.302318822090645,0.253208392753877,-0.528545613089617,0.461201001087419,-0.434549319826347,0.454418633424369,0.165743567695878
-0.225473953927562,-0.0470760850213974,1,-0.131712507739863,-0.191987723146241,-0.404067184761275,0.305840907802733,-0.281284338563097,-0.370988858290537,0.249783947242779,0.120550430812756,0.0334862307813211,0.12724767696902,-0.194433919706486,-0.381743030907061,-0.187522892375398,0.147339415437813,0.0513455538646923,0.0892966154168563,0.169126102139992,0.0401834769375853,0.356920565741781,-0.0647400461772208,-0.14079697633918,-0.104923523114806,0.127293769304329
-0.336263736263736,0.0113039461050838,-0.131712507739863,1,-0.147252747252747,0.279120879120879,-0.287912087912088,0.454945054945055,0.299230104062779,0.0480384461415261,0.23956043956044,0.367032967032967,0.230769230769231,0.246424791581112,-0.0373626373626374,-0.0945054945054945,0.287912087912088,0.336263736263736,0.248351648351648,0.0312893109387372,0.235164835164835,0.00883991392175728,0.120879120879121,0.301430325416182,0.0945054945054945,-0.107417231105915
0.630769230769231,0.0700844658515196,-0.191987723146241,-0.147252747252747,1,-0.362637362637363,0.595604395604396,0.252747252747253,0.6314635284266,0.0388882659240926,-0.0769230769230769,-0.151648351648352,-0.0593406593406593,-0.0462046484214586,-0.30989010989011,-0.243956043956044,-0.2,-0.0637362637362637,-0.0549450549450549,0.552032842990578,0.151648351648352,-0.0397796126479078,0.331868131868132,0.330033203010418,0.283516483516484,0.823532105145348
-0.274725274725275,-0.185384716123374,-0.404067184761275,0.279120879120879,-0.362637362637363,1,-0.375824175824176,0.538461538461538,-0.140814166617778,0.0686263516307516,0.138461538461538,0.274725274725275,0.107692307692308,0.330033203010418,0.0593406593406593,-0.116483516483516,0.156043956043956,0.243956043956044,0.156043956043956,-0.116217440629595,0.0505494505494506,-0.179008256915585,-0.0197802197802198,-0.250825234287918,-0.0197802197802198,-0.608697642933518
0.27032967032967,-0.128864985597955,0.305840907802733,-0.287912087912088,0.595604395604396,-0.375824175824176,1,-0.0021978021978022,0.488449140455419,0.336269122990683,0.0901098901098901,-0.0461538461538462,0.103296703296703,0.103410403609931,-0.191208791208791,-0.0373626373626374,-0.0241758241758242,0.0857142857142857,0.0901098901098901,0.259254290635251,-0.0021978021978022,-0.0906091176980121,0.138461538461538,0.072607304662292,0.103296703296703,0.644503386635489
-0.125274725274725,0.113039461050838,-0.281284338563097,0.454945054945055,0.252747252747253,0.538461538461538,-0.0021978021978022,1,0.116611731730348,0.029738085706659,0.393406593406593,0.595604395604396,0.375824175824176,0.171617265565418,-0.345054945054945,-0.292307692307692,0.265934065934066,0.476923076923077,0.468131868131868,0.143036850005656,0.248351648351648,-0.00662993544131796,0.345054945054945,-0.0792079687225004,0.164835164835165,0.0358057437019716
0.294829661355974,-0.0746881643451534,-0.370988858290537,0.299230104062779,0.6314635284266,-0.140814166617778,0.488449140455419,0.116611731730348,1,0.194655354263813,-0.0572057551884725,-0.162816380151806,-0.0264026562408335,0.190528634361234,0.0528053124816669,-0.00880088541361116,-0.0528053124816669,0.0440044270680558,-0.0572057551884725,0.261777066755694,-0.00880088541361116,-0.345136122031985,0.0946095181963199,0.365638766519824,0.121012174437153,0.501832179096264
-0.15555306369637,0.162364177840579,0.249783947242779,0.0480384461415261,0.0388882659240926,0.0686263516307516,0.336269122990683,0.029738085706659,0.194655354263813,1,0.613062074568048,0.331694032881966,0.672538245981366,0.389310708527625,-0.498684821850128,-0.599336804241898,0.585611533915747,0.635937525111632,0.62449979983984,0.157019210504742,0.450646375708602,-0.397937805887424,0.569598718535238,-0.206105669220507,0.544435722937296,0.130437298687488
