Nof commentators,Average Comments/commentators,Average length of comment (in words),Median length of comment (in words),Nof comments positive,Nof comments neutral,Nof comments negative,Tendency to positive comments (all main_reactions +/- added together and then divided by total reactions),# Reactions to positive comments,Tendency to neutral comments (all main_reactions +/- added together and then divided by total reactions),# Reactions to neutral comments,Tendency to negative comments (all main_reactions +/- added together and then divided by total reactions),# Reactions to negative comments
1552,1.3756443298969072,124.33395784543326,91,146,789,1198,0.0334839371344624,2360,0.2252958948914821,20502,0.10000831554730161,13186
Text,Sentiment,main reaction amount,reaction amount,reactions,author
Ich als Bubdesrat würde das Länderverkehrsabkommen und Schengen kündigen dazu eine Transitgebühr pro LKW von 1000.- ebebso den KBV Rollende Landstrasse die Subventioben streichen dann würde der Transitverkehr der EU schlahartig kollabieren. Dass man sich auf die EU Länder nicht verlassen kann zeigen die Zulaufstrecken der NEAT.,['neutral'],jetzt bewerten,0,0
@PM Uh Bitte stell dich zur Wahl auf du würdest es sehr gut machen.daumen hoch.,['positive'],GENAU,127,154
Wer unsere Mentalität und unsere bräuchte annimmt und nicht nur Fehler findetauch die Gesetze einhält darf doch bleiben.,['neutral'],jetzt bewerten,0,0
@Also ... sag das mal deinen Kindern wenn sie keinen Job mehr finden weil alle schon vergeben sind an die lieben Gäste!!!!,['negative'],GENAU,265,312
@Was Geschweige von den steigenden Kosten für Wohnung. Rares Gut wird teurer und Klima-ziele erreichen macht eigentlich gar keinen Sinn wenn das erreichte wieder durch noch mehr Wachstum zunichte gemacht wird.,['neutral'],GENAU,15,16
"Es gibt eine Lösung"" Drink Ovomaline dänn stiegt au diine.""",['negative'],jetzt bewerten,0,0
Ein JA und nochmals ein JA,['negative'],jetzt bewerten,0,0
@Lesiana eben es ist sicher gesorgt dass die richtigen am Drücker sitzen.,['neutral'],GENAU,50,53
@Lesiana werden wir nur noch vom BR belogen. Aber mein JA ist sicher,['negative'],GENAU,179,211
@Lesiana Ihr Schweizer die Ihr da abstimmen dürft habt entlich mal Mut und sagt JA!!!!,['negative'],LOVE IT,174,294
1972 kam ich als Saisonier mit Permis A in die Schweiz Arbeitsvertrag Aufenthaltsbewilligung Arbeitsbewilligung Grenzsanitäre Untersuchung... 9 Monate am Stück oder 2 Saison zu 45 Monaten. Viel später war ich selbst Arbeitgeber und hatte Angestellte im Saisonbetrieb. Das soziale in diesem System war die Menschen konnten nach harten Monaten Saisonarbeit zurück zu ihren Familien Häuschen bauen und ihre sozialen Kontakte pflegen.... Das Saisonbewilligungsverfahren war aus meiner eigenen Erfahrung korrekt und sozial. Sicherlich nicht mehr in dieser Form machbar machbar aber es gäbe Lösungen auf diese Art. Der Arbeitsmarkt war reguliert.,['neutral'],jetzt bewerten,0,0
Bei 9 von 10 Beiträgen frage ich mich  was arbeiten  wenn überhaupt diese Leute . Ich habe eine Vermutung .,['negative'],jetzt bewerten,0,0
@muss so sein eine Vermutung ist kein Beweis.,['neutral'],GENAU,42,52
Klar nur wär arbeit hat und billiger arbeitet dafür werden ü50 ausgewechselt für billigere arbeitskräfte aus der EU. Habe ich am eigenen laib erfahren...darum ein JA so dass auch ü50 am Arbeitsmarkt noch Chancen haben.,['neutral'],jetzt bewerten,0,0
Falls die ü40 und ü50 Ausgesteuerten ein Ja einlegen kommts gut.,['neutral'],jetzt bewerten,0,0
Angst Angst Angst vor was ? Mittelstand geht's ja immer schlechter seit EU Bilateralen von was sollte man noch Angst haben !,['negative'],jetzt bewerten,0,0
@Niko Genau das Gegenteil wurde versprochen. JA nichrs anderes. Ich habe die Drohungen satt.,['negative'],GENAU,209,232
@Niko gib Nie auf Niko kämpfe! Wer nicht kämpft hat verloren.,['neutral'],GENAU,85,91
@Niko vor dem Rahmenvertrag mit der EU! Und der kommt bei einem Nein definitiv.,['neutral'],GENAU,119,130
Nach 12 Jahren Arbeiten in Deutschland schätzt man die PFZ. Deshalb ein herzliches NEIN zur BGI.,['neutral'],jetzt bewerten,0,0
@Schweizer Und wie sieht deine Altersvorsorge aus falls du mal zurück in die Schweiz möchtest?,['neutral'],GENAU,137,175
