vote_nr,topic_main,political_affiliation,voter_turnout,voting_result,nof_ads_print,yes_ads,nof_mediareport,tonality_mediareport,lz_nof_letters,lz_nof_writers,lz_avg_letters_writer,lz_avg_len_letter,lz_med_len_letter,lz_avg_opinion,verdict_dummy
1,0.0211022245494319,-0.0294321985576261,0.0526315789473684,0.541795665634675,-0.358101135190918,0.396489469461168,-0.304437564499484,0.536912823228665,0.226122900552072,0.243675819773009,0.00310560503844627,0.3890608875129,0.285861713106295,0.0124743427213773,0.524702262399309
0.0211022245494319,1,-0.11767949986673,0.0854640094251994,-0.0253226694593183,-0.0896844543350858,-0.0348366507145809,0.258502250730541,-0.185795470477765,0.0570054284420414,0.0258635740153707,0.440291518934891,-0.015826668412074,0.0274328919142615,-0.626530556152622,0.131377237088572
-0.0294321985576261,-0.11767949986673,1,-0.0683247466516319,0.131393743560831,-0.465659427179584,0.354420459340877,-0.384720881146112,-0.131461594711008,-0.265026574937392,-0.278698580787337,0.0427039887013335,-0.113524194436558,-0.118779944178991,0.193765282485782,0.272674996251537
0.0526315789473684,0.0854640094251994,-0.0683247466516319,1,-0.00309597523219814,0.0732714138286894,0.0536912823228665,0.323013415892673,0.311822447336648,0.650490535834728,0.636035190593957,0.599381772420131,0.432404540763674,0.382868937048504,-0.203747597782495,0.0749574660570441
0.541795665634675,-0.0253226694593183,0.131393743560831,-0.00309597523219814,1,-0.502579979360165,0.62467741933335,-0.0526315789473684,0.681466275636382,0.352090909078797,0.363448680339404,0.225673966127096,0.252837977296182,0.151702786377709,-0.218300997624102,0.845948545500927
-0.358101135190918,-0.0896844543350858,-0.465659427179584,0.0732714138286894,-0.502579979360165,1,-0.41507491334216,0.60577915376677,-0.359318581699183,0.183789389489812,0.185854438809922,0.0155280251922314,0.0278637770897833,-0.0113519091847265,0.0914785132900999,-0.696033613386839
0.396489469461168,-0.0348366507145809,0.354420459340877,0.0536912823228665,0.62467741933335,-0.41507491334216,1,-0.0856995467845753,0.573347107438017,0.0790289256198347,0.0712809917355372,0.271880766430264,-0.0753743001840241,-0.041300986402205,-0.1955322891995,0.674965563859886
-0.304437564499484,0.258502250730541,-0.384720881146112,0.323013415892673,-0.0526315789473684,0.60577915376677,-0.0856995467845753,1,-0.150748600368048,0.483221540905798,0.447083177803869,0.607663385855987,0.0629514963880289,-0.00309597523219814,-0.291067996832136,-0.139206722677368
0.536912823228665,-0.185795470477765,-0.131461594711008,0.311822447336648,0.681466275636382,-0.359318581699183,0.573347107438017,-0.150748600368048,1,0.400826446280992,0.411673553719008,0.104609361559835,0.193082111430308,0.134228205807166,-0.0967260792316673,0.58925565098879
0.226122900552072,0.0570054284420414,-0.265026574937392,0.650490535834728,0.352090909078797,0.183789389489812,0.0790289256198347,0.483221540905798,0.400826446280992,1,0.996900826446281,0.589851796122039,0.74961290320002,0.579246334290925,-0.248055590287663,0.235702260395516
0.243675819773009,0.0258635740153707,-0.278698580787337,0.636035190593957,0.363448680339404,0.185854438809922,0.0712809917355372,0.447083177803869,0.411673553719008,0.996900826446281,1,0.549975950378934,0.763035723780737,0.587506531571366,-0.221013890717519,0.235702260395516
0.00310560503844627,0.440291518934891,0.0427039887013335,0.599381772420131,0.225673966127096,0.0155280251922314,0.271880766430264,0.607663385855987,0.104609361559835,0.589851796122039,0.549975950378934,1,0.320912520639448,0.29192687361395,-0.564655589562428,0.332987012893506
0.3890608875129,-0.015826668412074,-0.113524194436558,0.432404540763674,0.252837977296182,0.0278637770897833,-0.0753743001840241,0.0629514963880289,0.193082111430308,0.74961290320002,0.763035723780737,0.320912520639448,1,0.894736842105263,-0.00623717136068863,0.160623141550809
0.285861713106295,0.0274328919142615,-0.118779944178991,0.382868937048504,0.151702786377709,-0.0113519091847265,-0.041300986402205,-0.00309597523219814,0.134228205807166,0.579246334290925,0.587506531571366,0.29192687361395,0.894736842105263,1,-0.0779646420086079,0.160623141550809
0.0124743427213773,-0.626530556152622,0.193765282485782,-0.203747597782495,-0.218300997624102,0.0914785132900999,-0.1955322891995,-0.291067996832136,-0.0967260792316673,-0.248055590287663,-0.221013890717519,-0.564655589562428,-0.00623717136068863,-0.0779646420086079,1,-0.345165227568306
0.524702262399309,0.131377237088572,0.272674996251537,0.0749574660570441,0.845948545500927,-0.696033613386839,0.674965563859886,-0.139206722677368,0.58925565098879,0.235702260395516,0.235702260395516,0.332987012893506,0.160623141550809,0.160623141550809,-0.345165227568306,1
